recipe_name,flavors,rating,success
Mexican Bread Pudding ,cinnamon raisin almond peanut,3,0.92
Passion-Fruit and Blackberry Jellies with Lemon Verbena Cream ,blackberry lemon lemon lemon,3,0.1
Indian Pudding with Nutmeg Ice Cream ,vanilla nutmeg ginger cinnamon raisin,2.5,0.43
Gramercy Tavern Gingerbread ,oatmeal ginger cinnamon clove nutmeg cardamom,3.5,0.93
Old-Fashioned Stack Cake ,apple cinnamon vanilla vanilla,2,0.67
Mango Sorbets ,mango lime,3.5,0.94
Mrs. Rubenstein's Snowflake Cookies ,cinnamon,3,0.75
Pears Conde ,pear vanilla pistachio,0,0
Chocolate-Orange Cake ,orange chocolate coffee orange cinnamon chocolate,3.5,0.91
Neapolitan Sundae ,strawberry strawberry brandy chocolate strawberry vanilla chocolate strawberry almond chocolate cherry,3,0.1
Ginger Pudding ,ginger ginger,1,0
Peanut Butter Tart with Caramel-Peanut Glaze ,cinnamon vanilla peanut vanilla peanut,3,0.75
Iced Coffee Cream Custard ,vanilla cinnamon coffee,0,0.1
Rhubarb Lambrusco Granita ,rhubarb lemon,0,0
Strawberry Shortcakes with Vanilla-Orange Syrup ,vanilla vanilla orange orange strawberry,3.5,0.75
Lemon Cheesecake with Strawberries and Port Glaze ,graham lemon lemon lemon vanilla vanilla raspberry lemon strawberry,3.5,0.88
Blackberry Slump ,blackberry vanilla,3,0.7
Rhubarb and White Chocolate Lattice Tart ,rhubarb whisky chocolate,3,0.82
Chinese Noodle Nut Clusters ,chocolate peanut,2.5,0.62
New-Style Old-Fashioned Chocolate Pudding ,cocoa vanilla almond,3,0.77
Maple Pumpkin Pie ,maple vanilla pumpkin pumpkin,3.5,0.9
Vanilla Bean Ice Cream ,vanilla,0,0
Strawberries Romanoff ,strawberry orange vanilla,3,0.75
Sweet Cherry Cobbler ,cherry cinnamon,3,0.83
Marscarpone Cream ,mascarpone,4,0.92
Raspberry Semifreddo Torte ,almond raspberry,3.5,0.91
Lattice-Top Blackberry Pie ,blackberry lemon,3.5,0.91
Old-Fashioned Apple Raisin Dumplings ,apple raisin cinnamon apple vanilla,2.5,0.75
Marzipan Mushrooms ,cocoa,0,0
Devil's Food Cake with Brown Sugar Buttercream ,cocoa vanilla chocolate chocolate,3.5,0.89
Chocolate-Buttermilk Sheet Cake ,cocoa vanilla chocolate walnut,3.5,0.89
Mango Tart ,lime mango lime,3,0.82
Daniela's Brownies ,chocolate vanilla,3.5,0.1
Bonnie Donaldson's Ranger Cookies ,vanilla oat coconut,3,0.89
Creamy Rice Pudding with Tropical Fruits ,vanilla mango,2.5,0.5
Banana-Oatmeal Bars with Chocolate Chunks ,oat banana vanilla chocolate pecan,3,0.86
Tipsy Cake ,vanilla brandy strawberry,2,0.33
Key Lime Pie ,graham lime,3.5,0.94
Ginger-Macadamia Brownies ,chocolate coffee vanilla ginger,3,0.83
Cherry Crumble Pie ,cherry brandy oat almond cinnamon,3.5,0.89
Rum-Raisin Ice Cream ,raisin rum,3.5,0.9
Chocolate Cream Pie ,vanilla chocolate chocolate vanilla chocolate,4,0.93
Blueberry Galette with Lemon Ice Cream ,vanilla lemon lemon blueberry lemon lemon cinnamon lemon,3.5,0.89
Blackberry and Nectarine Cobbler with Ginger Biscuit Topping ,lemon cinnamon blackberry lemon ginger lemon cinnamon,4,0.93
Oatmeal Cookies ,oat cinnamon vanilla,3.5,0.85
Three Cities of Spain Cheesecake ,graham vanilla vanilla,4,0.97
Low-Fat Lime Cake ,lime lime vanilla,2.5,0.73
Hot-Water Pastry Dough ,,4,0.1
Espresso Pastry Cream ,vanilla,3,0.1
Mixed Berry Tiramisu ,raspberry raspberry champagne mascarpone vanilla strawberry raspberry blueberry,3.5,0.91
Easy Fruit Pinwheels ,,2,0.4
Chocolate Chip 'Wiches ,lemon nutmeg vanilla walnut chocolate chocolate,0,0
Black-Bottom Banana Cream Pie ,chocolate chocolate chocolate vanilla banana vanilla vanilla,3.5,0.89
"Peach, Plum and Blackberry Cobbler ",peach plum blackberry lemon cinnamon ginger clove,3,0.78
Chocolate Pecan Gems Rosé ,cinnamon vanilla chocolate pecan,3,0.1
Lemon Tea Cake with Blueberry-Red Wine Sauce ,lemon blueberry cinnamon nutmeg lemon lemon vanilla,2.5,0.78
Blueberry Cheesecake ,graham vanilla blueberry blueberry,4,0.94
Honey-Pecan Pumpkin Pie ,honey pecan cinnamon allspice ginger pumpkin honey honey,3.5,0.82
Easy Pastry Dough ,,4,0.1
Frozen Peach Torte with Almond Crust ,almond brandy chocolate peach peach,3.5,0.57
Lemon Curd Mousse with Toasted Coconut and Blueberries ,lemon lemon coconut blueberry,3,0.85
Applesauce Cake with Penuche Frosting ,apple lemon cinnamon nutmeg clove vanilla oat raisin,2,0.57
Vanilla Ice Cream with Kiwi and Banana in Lime Rum Syrup ,rum lime banana vanilla,2,0
Some More ,marshmallow graham chocolate marshmallow,4,0.86
Maple-Cinnamon Cake ,maple vanilla cinnamon,3,0.89
Mint Turkish Delight ,mint,1.5,0.33
Apple Tarts ,apple cinnamon apricot vanilla,3.5,0.94
Lemon Cornmeal Cake with Raspberry Filling ,raspberry lemon lemon lemon lemon almond,3,0.6
Mango-Ginger Sauce ,mango ginger lime,2.5,0.5
Warm Citrus Gratin ,lemon lemon vanilla mascarpone orange,0,0
Cranberry Mincemeat Lattice-Top Pie ,apple cranberry raisin pecan brandy apple lemon lemon cinnamon allspice clove,4,0.92
Pumpkin-Maple Pie ,pumpkin maple maple cinnamon ginger nutmeg maple,3.5,0.9
Tropical Fruit Tart ,lemon vanilla pineapple mango apricot,3.5,0.92
Fudge Frosting ,coffee chocolate chocolate vanilla cinnamon,3.5,0.98
Frozen Lemon Cream Meringue Cake ,lemon lemon lemon,4,0.1
Coffee-Coconut Tart ,coconut coffee coffee coconut vanilla coconut coconut,3.5,0.86
Three Grape Sorbets ,grape lemon grape lemon grape lemon,3.5,0.89
Cardamom Applesauce ,apple lemon cardamom,3.5,0.91
Almond Cookie Cups with Sauternes-Poached Apples and Frozen Sauternes Mousse ,orange apple almond almond,3,0.83
Whipped Cream Cakes with Peaches and Raspberries ,vanilla peach raspberry,3.5,0.75
Almond Paste ,almond,3.5,0.8
Cranberry-Glazed White Chocolate Cheesecake ,hazelnut chocolate hazelnut hazelnut cranberry lemon,3.5,0.86
Almond Macaroons ,almond almond almond,3.5,0.89
Maple Leaf Butter Cookies ,maple,3.5,0.89
Chocolate Espresso Cookies ,chocolate chocolate coffee walnut,3.5,0.93
Pumpkin Bread Puddings ,cinnamon nutmeg pumpkin raisin vanilla,3,0.8
Passion Fruit Mousses with Raspberry Swirl ,raspberry raspberry,4,0.1
Frozen Lemon-Ginger Yogurt ,honey lemon ginger lemon vanilla ginger,3,0.1
Frozen Hazelnut-Tangerine Tiramisu ,hazelnut mascarpone orange coffee champagne cocoa,3.5,0.79
Batey's Cinnamon Bars ,cinnamon pecan,3,0.83
Almond Tuiles ,almond almond almond,3,0.92
Banana Coconut Pudding ,coconut ginger banana ginger,2.5,0.63
Dark Chocolate Sauce ,cocoa vanilla,2,0.1
Modern Mince Pie ,apple raisin brandy orange rum orange lemon cinnamon clove allspice nutmeg raisin,3,0.92
Banana-Nut Bread ,banana pecan,3.5,0.91
Pear Ice Cream with Spiced Pear Compote ,pear pear lemon vanilla clove vanilla pear,3.5,0.1
New-Fashioned Apple Pie ,apple orange orange cinnamon,3.5,0.9
Coffee Caramel Swirl Ice Cream ,vanilla vanilla,3.5,0.92
Milk Chocolate-Pecan Tartlets ,pecan chocolate pecan apricot pecan chocolate,3.5,0.67
Panna Cotta with Crushed Raspberry Sauce ,raspberry vanilla hazelnut,3,0.78
Wine-Poached Pear Croustades with Ice Cream ,orange bay pear orange vanilla,0,0
Dutch Chocolate-Mint Truffles ,mint chocolate vanilla chocolate,3,0.5
Caribbean Christmas Pudding with Brandy Butter ,brandy fig orange cinnamon ginger nutmeg rum almond vanilla almond,3.5,0.94
Carrot-Orange Cake with Cream Cheese Frosting ,orange orange cinnamon ginger nutmeg carrot raisin orange orange,3.5,0.94
Ginger Baked Apples ,apple ginger lemon lemon cinnamon,3.5,0.1
Ginger-Lime Squares ,pecan lime lime ginger lime,3,0.75
Twelve-Fruit Compote ,fig orange lemon raisin cranberry clove cinnamon grape,4,0.83
Tropical Fruit Sundaes with Pineapple-Rum Sauce ,pineapple rum vanilla pineapple,4,0.1
Mango-Pineapple-Lime Cheesecake with Ginger Crust ,ginger lime lime mango pineapple,3.5,0.93
"Honey, Almond, and Date Ice-Cream Sauce ",almond honey date lemon almond,3,0.1
Easy Apricot Almond Tart ,apricot almond apricot,3,0.5
Banana Bread Pudding with Rum Sauce ,raisin rum banana vanilla pecan rum,3.5,0.91
Baked Bananas with Chocolate ,banana chocolate vanilla,2.5,0.5
Lindy's — or Is It Reuben's? — Cheesecake ,lemon vanilla lemon orange vanilla,3.5,0.85
Gooseberry Pie ,,4,0.1
White Chocolate-Blackberry Parfait ,blackberry chocolate lemon blackberry,3,0.75
Chocolate Cupcakes with Butterscotch Icing ,cocoa,2.5,0.71
Greek Honey and Anise Twists (Koulourakia) ,honey lemon lemon,3,0.5
Watermelon Popsicles ,raspberry lemon,3.5,0.1
Coffee-Molasses Ice Cream with Molasses-Glazed Pecans ,coffee pecan,3,0.8
Coffee Granita ,coffee rum vanilla,3,0.1
Toasted Almond Mocha Ice-Cream Tart ,almond almond coffee chocolate almond chocolate,3.5,0.1
Chocolate-Almond Soufflé Torte ,almond chocolate almond almond,3.5,0.96
Poached Pear Tartlets with Brandy Sabayon ,pear apple ginger cinnamon nutmeg brandy,3.5,0.1
Mincemeat Soufflé ,orange vanilla,3.5,0.1
Espresso Granita ,lemon,0,0
Praline Ice Cream Sandwiches with Mixed Fruit Compote ,almond vanilla cinnamon ginger ginger,0,0
Oranges in Cinnamon Syrup ,cinnamon orange,3.5,0.1
Chocolate-Chunk Caramel Cookies ,chocolate caramel pecan,3,0.83
Mint Chocolate Ice Cream Cake ,chocolate chocolate chocolate,3.5,0.9
Apple Bread Pudding ,apple raisin vanilla cinnamon,3,0.9
Frozen Peanut Butter Pie ,chocolate peanut vanilla peanut peanut,3.5,0.89
Lemon Tart ,almond lemon lemon,3,0.72
Caramel Shards ,,4,0.1
Almond Shortbread Cookies ,vanilla almond,3,0.82
Chocolate Pecan Chess Pie ,chocolate vanilla pecan,3.5,0.95
Hazelnut Chocolate Stripes ,vanilla hazelnut cocoa,3.5,0.5
Caramelized Banana Purses with White Chocolate Sauce ,hazelnut lime banana hazelnut chocolate,3.5,0.82
Gooseberry Fool ,,3.5,0.83
Baked Pears ,pear lemon orange cinnamon,3.5,0.1
Rainbow Cookies ,almond almond raspberry chocolate,4,0.92
Three-Citrus Meringue Tart ,lemon orange lime lemon orange lime lemon orange lime,1.5,0
Apple Sorbet ,apple apple lemon,2.5,0.6
Poached Pears with Cranberry Purée ,cranberry orange pear,3,0.89
Quince Sorbet ,pear,0,0
Orange-Almond Cake with Chocolate Icing ,orange almond vanilla almond orange chocolate almond mint,3.5,0.8
Mexican Brownies ,chocolate cinnamon vanilla chocolate vanilla almond,3.5,0.85
Lemon Layer Cake with Raspberry Curd and Whipped Cream ,lemon lemon raspberry lemon,3,0.83
"Apples, Prune, and Brandy Crisp ",brandy cinnamon oat apple vanilla,3,0.75
Bread Pudding with Spiced Rum Sauce ,vanilla cinnamon raisin rum,4,0.96
Chocolate Chunk Muffins ,chocolate chocolate vanilla,3,0.76
S'mores Coffee and Fudge Ice Cream Cake ,graham almond coffee marshmallow marshmallow,3.5,0.1
Chocolate Chip Cookies ,vanilla chocolate,3.5,0.85
Pumpkin Chiffon Mousse with Gingersnap Crust ,brandy pumpkin cinnamon ginger nutmeg ginger,3.5,0.89
Easter Bread ,raisin rum lemon orange vanilla,3,0.67
Chocolate Cheesecake ,chocolate vanilla,3,0.83
Warm Milk Chocolate Souffles with Vanilla Ice Cream ,chocolate vanilla,4,0.94
Orange Chocolate Chip Cupcakes with Chocolate Frosting ,orange vanilla chocolate,3,0.77
Frozen Passion Fruit Souffles ,lime lime,3.5,0.1
Lemon-Lime Blueberry Squares ,lemon lime lemon lime blueberry apricot,3.5,0.86
Grand Marnier Mousse with Blackberries ,chocolate orange blackberry,3.5,0.83
Chocolate Brownies ,chocolate cocoa,3.5,0.89
Frozen Vacherin Torte with Rhubarb Cream and Strawberries ,vanilla rhubarb strawberry lemon vanilla strawberry,3.5,0.57
White Chocolate and Raspberry Cheesecake ,vanilla almond chocolate vanilla lemon raspberry vanilla strawberry raspberry,4,0.94
Angel Food Cake with Strawberries and Devonshire Cream ,vanilla strawberry,3.5,0.73
Warm Pear and Walnut Cake with Lemon Custard Sauce ,lemon lemon vanilla pear lemon brandy walnut,3.5,0.88
Butter Pecan Ice Cream Pie ,vanilla vanilla pecan almond pecan,3.5,0.1
Coconut Shortcakes with Peaches and White Chocolate Cream ,chocolate vanilla peach coconut coconut peach,3.5,0.75
Pineapple Split ,mango pineapple pineapple coconut mint,1,0.1
Poppy Seed Chocolate Torte ,chocolate vanilla,2,0.5
Bittersweet Chocolate Soufflé ,vanilla chocolate,3.5,0.75
Apple Ginger Pie with Cider-Bourbon Sauce ,apple apple ginger apple vanilla apple,3.5,0.92
Egg Sponge ,,0,0
Chocolate Cherries Jubilee ,cherry cinnamon brandy chocolate almond,4,0.33
Almond Pear Clafouti ,pear lemon almond vanilla almond almond,3.5,0.92
Chocolate Strawberry Shortcake ,chocolate brandy vanilla chocolate strawberry vanilla,4,0.88
Old-Fashioned Butterscotch Pudding ,vanilla,4,0.92
White Chocolate Cream ,chocolate,2.5,0.43
Coconut Caramel Panna Cottas ,coconut coconut rum,3.5,0.86
Date Orange Filling for Hamantaschen ,date orange orange cinnamon almond,3,0.1
Butterscotch Sauce ,vanilla,3.5,0.8
Espresso-Hazelnut Cheesecake ,hazelnut cinnamon vanilla hazelnut,3.5,0.88
Cinnamon Roulade with Apple Raisin Filling ,apple apple raisin rum cinnamon vanilla cinnamon,2.5,0.67
Mocha-Orange Cheesecake ,orange chocolate orange coffee orange orange chocolate,3.5,0.88
Strawberry and Banana Tartlets in Coconut Pastry Shells ,coconut vanilla banana strawberry strawberry lemon coconut,2.5,0.5
Peach Raspberry Küchen ,vanilla almond peach raspberry,3.5,0.94
Chocolate Macaroon Ice Cream Sandwiches with Caramel Ice Cream ,vanilla almond cocoa,3.5,0.1
Poached Pear and Dried Apricots with Chocolate Sauce ,rum pear apricot chocolate vanilla,3,0.1
"Creamy Phyllo, Raisin and Nut Pudding ",almond raisin orange cinnamon pistachio,3.5,0.1
Coffee Granita ,coffee,3,0.1
Gâteau Breton ,hazelnut cinnamon lemon vanilla,3,0.1
Chocolate-Glazed Chocolate Pear Torte ,pear brandy chocolate almond chocolate brandy,3,0.63
Strawberry-Lemon Tartlets ,almond lemon lemon strawberry apricot brandy lemon,3.5,0.1
Lemon Custard Phyllo Cups ,lemon lemon mint,3.5,0.83
Danish Diamonds ,cardamom nutmeg,4,0.1
Double Chocolate Peanut Butter Bark ,chocolate peanut chocolate,3.5,0.86
Frozen Cranberry Soufflé with Spun Sugar Cranberry Wreath ,cranberry cranberry mint,3.5,0.82
Hanukkah Cutout Cookies ,lemon lemon vanilla lemon,3,0.78
Deep-Dish Caramel Apple Pie ,pumpkin apple,3.5,0.84
Frozen Orange Mousse Torte with Boysenberry Sauce ,pistachio orange orange orange orange orange pistachio,3.5,0.93
Banana Upside-Down Cake ,banana vanilla,3.5,0.88
Four-Layer Cake with Lemon Curd ,lemon lemon vanilla mint,3.5,0.88
Strawberry Rhubarb Cobbler with Cornmeal Biscuit Topping ,clove strawberry rhubarb,3,0.85
Dark Chocolate Mint Fudge ,chocolate marshmallow chocolate,3,0.95
S'mores ,chocolate marshmallow,4,0.1
Pineapple-Rum Ice Cream ,vanilla rum pineapple pineapple,3.5,0.1
Pecan Thins ,vanilla pecan,2.5,0.75
Cheese Blintzes with Caramelized Apples ,vanilla cinnamon apple,2.5,0.1
Cranberry-Raspberry Compote ,raspberry cranberry lemon lemon cinnamon nutmeg vanilla,3.5,0.1
Vanilla Custard Sauce ,vanilla,3.5,0.1
Balsamic Strawberries ,strawberry,3.5,0.1
Citrus Chiffon Cake ,orange orange lemon vanilla,3.5,0.95
Coconut Pie ,vanilla coconut,2,0.5
Dark Chocolate Crème Brûlée ,chocolate,3.5,0.94
Peanut Butter Pattie Cakes ,cocoa vanilla peanut honey chocolate peanut,2.5,0.33
Chocolate Crumb Crust ,chocolate chocolate,4,0.1
Caramelized Apples ,apple,2.5,0.33
Cookies-and-Cream Ice Cream Pie ,chocolate chocolate,3.5,0.89
Caramelized Nectarine-Almond Phyllo Cups with Frozen Orange Mousse ,vanilla orange orange apricot almond vanilla,0,0
Lemon and Lime Dessert Sauce ,lemon lime lemon lime vanilla,3.5,0.89
Blood Orange Compote with Vanilla Ice Cream ,orange lemon vanilla brandy vanilla,3,0.8
Aunt Lisl's Butter Cookies ,brandy vanilla raisin,3.5,0.86
Brownies ,cocoa vanilla cocoa walnut,3,0.78
Pistachio Popover Cremes Brulees with Grand Marnier Syrup ,vanilla vanilla orange orange pistachio,3.5,0.1
Blueberry Muffin Tops ,vanilla blueberry,3.5,0.92
Cheesecake Tart with Cranberries in Port Glaze ,graham vanilla vanilla cinnamon clove orange cranberry,3,0.87
Apple and Cranberry Crisps with Ginger-Pecan Topping ,apple cranberry ginger oat ginger cinnamon clove pecan vanilla,3.5,0.88
Honey Cake ,cinnamon ginger honey coffee whiskey,3,0.67
"Hot Chocolate and Grand Marnier ""Cupcakes"" ",chocolate,3.5,0.85
Cherry and Almond Clafoutis ,cherry vanilla almond vanilla,2.5,0.75
Apricot Coffee Cake ,vanilla lemon lemon apricot,3,0.86
Cinnamon Flan ,cinnamon vanilla,3.5,0.1
Chillingsworth's Lemon Roulade ,lemon lemon vanilla lemon,3.5,0.75
Fresh Grape Tarts ,grape lemon,2.5,0.8
Diner-Style Rice Pudding ,vanilla cinnamon raisin,3.5,0.95
Pastry Dough ,,3,0.1
S'mores with a Twist ,chocolate chocolate marshmallow,4,0
Sweet Pastry Dough ,,3,0.75
Apple and Caraway Tartlets with Cinnamon-Clove Ice Cream and Cider-Caramel Sauce ,apple cinnamon vanilla grape mint,3.5,0.1
Cinnamon-Clove Ice Cream ,cinnamon clove,3.5,0.88
Pumpkin Pie ,pumpkin ginger cinnamon nutmeg clove pepper,3.5,0.77
Chocolate and Mixed Nut Tart in Cookie Crust ,vanilla almond hazelnut walnut vanilla almond chocolate,3.5,0.86
Pumpkin Cake with Sage Ice Cream and Pumpkin Cherry Compote ,sage lemon cinnamon allspice pumpkin cherry lemon cinnamon pumpkin pumpkin,3.5,0.92
Sour Cherry Crostata ,vanilla lemon cherry,3.5,0.92
Chocolate and Coconut Pecan Tart ,cocoa vanilla chocolate coconut pecan,3.5,0.93
Flan with Pink Grapefruit and Mint Syrup ,mint vanilla,3.5,0.1
Apricot Bread Pudding with Caramel Sauce ,orange vanilla nutmeg apricot caramel,3.5,0.92
Nectarine-Raspberry Pie ,lemon lemon raspberry,3.5,0.1
Cranberry and Pumpkin Pie Spice Tea Cake ,almond vanilla cranberry pumpkin cranberry,3.5,0.56
Easy Devil's Food Cake ,vanilla cocoa chocolate cocoa vanilla,3,0.76
Fudge-Pecan Pie ,chocolate vanilla pecan,3.5,0.88
Apple Walnut Crisp ,oat walnut cinnamon apple lemon vanilla,3.5,0.89
Bittersweet Chocolate Sauce ,chocolate,4,0.1
Apricot Tart with Cornmeal Crust ,apricot apricot apricot,3.5,0.95
Lime Ice on Watermelon ,lime anise lime,3,0.1
Parisian Passover Coconut Macaroons ,coconut,3.5,0.83
Strawberry Shortcakes with White Chocolate Mousse ,chocolate strawberry orange chocolate,3.5,0.93
Peach-Strawberry Cobbler with Buttery Lemon Crust ,peach strawberry lemon vanilla vanilla,3,0.86
Lemon Hazelnut Squares ,hazelnut lemon lemon,3.5,0.89
Apple Crumb Tarts ,apple lemon,3.5,0.71
"Nectarines, Strawberries and Melon in Orange-Honey Spiced Syrup ",orange honey anise cinnamon vanilla strawberry orange,3.5,0.1
Mocha Buttercream ,chocolate,3.5,0.75
Chocolate Linzertorte ,raspberry cinnamon lemon hazelnut chocolate,4,0.93
Crushed Praline ,almond,0,0
Chocolate Snowball Cake ,rum coffee chocolate,3.5,0.82
Hot Lemon Souffles ,lemon lemon,2.5,0.78
Cranberry Cognac Trifle ,vanilla cranberry brandy vanilla mint,3.5,0.88
Cantaloupe and Grape Compote ,lime lime grape,3,0.1
Caramel Chomeur ,vanilla vanilla,3,0.69
Chocolate Pound Cake with Strawberry Ice Cream and Bittersweet Chocolate Sauce ,cocoa vanilla chocolate strawberry strawberry chocolate,2.5,0.7
Honey-Ginger Pineapple Crêpes ,pineapple ginger honey orange,3.5,0.1
Cardamom-Walnut Cookies ,cardamom vanilla lemon walnut,3.5,0.86
Tart Shell ,,3,0.1
Figs and Dried Cherries Poached in Vanilla-Honey Syrup with Pistachios ,honey vanilla fig cherry pistachio,4,0.1
Peach-Pecan Ice Cream Pie with Caramel Sauce ,pecan vanilla peach pecan pecan,3.5,0.89
Candied Ginger-Cardamom Bars ,cardamom cinnamon ginger,3.5,0.1
Walnut Thins ,vanilla walnut,3.5,0.67
Pear and Dried Cherry Frangipane Cake ,vanilla pear cherry almond cinnamon,3.5,0.97
Baked Apples Stuffed with Dried Fruit and Pecans ,apple lemon apricot pecan cinnamon nutmeg apple vanilla maple apple,3.5,0.95
"Black, White, and Coffee Sundaes ",honey vanilla walnut raspberry raspberry brandy chocolate chocolate vanilla coffee raspberry,3.5,0.91
Pumpkin Meringue Pie ,pumpkin maple cinnamon ginger,3.5,0.77
Bunuelos with Anise Syrup ,orange lime cinnamon orange rum,3,0.1
Strawberry Shortcakes with Mint and Whipped Cream ,orange strawberry mint orange vanilla,3.5,0.91
"Honey, Anise and Almond Biscotti ",honey lemon vanilla almond,3,0.71
Baked Apples ,apple apple brandy,3,0.75
Crimson Prickly Pear Sauce ,pear lime orange,3,0.1
Peppermint Fudge Cake ,cocoa vanilla chocolate chocolate,3.5,0.83
Pineapple-Caramel Flan ,pineapple,2,0.33
Caramelized Pear Cake ,pear ginger cinnamon ginger vanilla orange pear,3.5,0.91
German Cinnamon Stars (Zimtsterne) ,almond cinnamon lemon,3.5,0.9
Apple-Prune Crisp with Hazelnut Topping ,cinnamon apple oat hazelnut vanilla,3,0.89
Maple Flan in a Walnut Crust ,maple walnut almond,3.5,0.67
Chocolate Cake with Vanilla Buttercream ,cocoa vanilla vanilla vanilla,3.5,0.81
Crunchy Spice Cookies ,honey clove pepper orange almond,3,0.1
Balsamic-Roasted Pears with Pepper and Honey ,pear honey,3.5,0.9
Crème Fraîche Cheesecake with Honey-Rum-Roasted Pineapple ,graham vanilla pineapple honey rum,3.5,0.93
Spiced Fruit Compote ,orange cinnamon clove pear fig apricot pear,2.5,0.5
Jam Pancakes Flamed with Kirsch ,cherry lemon brandy vanilla almond almond,3.5,0.86
Sour Cherry Strudels ,cherry vanilla,3,0.1
Peach Soup ,peach lime peach peach peach,1.5,0
Chocolate-Orange Easter-Egg Truffles ,chocolate orange orange cocoa,3.5,0.75
Baked Alaska ,strawberry lemon,3,0.82
Mango and Lime Chiffon Cake ,lime ginger mango lime lime mango,3.5,0.76
Hazelnut and Almond Macaroons with Orange Semifreddo ,almond hazelnut orange orange lemon,3.5,0.1
Sweet Ricotta Cheese Tart ,orange ricotta vanilla,3.5,0.94
Marshmallows ,rose,2.5,0
Dried-Fruit Strudel with Apricot Preserves ,apricot raisin cranberry date walnut cinnamon,3,0.1
Malted Milk Ice Cream Cake with Blackberry Topping ,vanilla vanilla blackberry,3.5,0.89
"Watermelon, Lemonade, and Blueberry Ice Pops ",coffee lemon orange vanilla blueberry lemon,2.5,0.5
Watermelon Sorbet with Wine Basil Gelée ,lemon lemon basil lemon lemon,2.5,0.57
Plum and Walnut Crisp with Ginger Ice Cream ,walnut cinnamon ginger nutmeg vanilla ginger plum vanilla,3.5,0.88
"Prosecco Jelly with Nectarines, Blueberries, and Candied Orange Peel ",orange orange blueberry,3.5,0.1
Chocolate Buttercream ,cocoa chocolate vanilla,3,0.8
Baked Chocolate Puddings with Vanilla Whipped Cream ,chocolate vanilla,2.5,0.8
"Chocolate Chunk, Orange and Hazelnut Cookies ",orange vanilla chocolate hazelnut,3.5,0.9
Biscotti ,almond pistachio anise lemon,3,0.79
Poppy Seed Layer Cake with Strawberries and White Chocolate Cream ,lemon lemon vanilla lemon chocolate strawberry chocolate strawberry,3.5,0.95
Chocolate Fallen Soufflé Cake ,chocolate vanilla,3.5,0.91
Chocolate Caramel Truffles ,chocolate vanilla pecan,3.5,0.94
Fresh Fruit with Creamy Grand Marnier Sauce ,orange blueberry,3.5,0.84
Mint Chocolate Cookies ,cocoa,3.5,0.88
Apricot Almond Shortbreads ,apricot brandy almond almond,3.5,0.1
Peanut Brittle Ice Cream Sundaes with Chocolate Sauce ,peanut vanilla chocolate chocolate chocolate,3.5,0.1
Harvest Tart ,apple pear apricot cranberry raisin pecan vanilla,3.5,0.8
Turtle Cake ,caramel chocolate pecan chocolate,3,0.82
Sour Cherry Compote ,lemon vanilla cherry,3,0.67
Star Anise-Poached Pears ,anise clove cinnamon vanilla pear,3,0.83
Raspberry Syllabub ,lemon lemon raspberry,3,0.1
Meringue Kisses with Passion-Fruit Fool ,,3,0.83
Hungarian Chocolate Mousse Cake Bars ,chocolate cocoa apricot chocolate chocolate vanilla,3.5,0.81
Orange Layer Cake with Orange-Caramel Cream Cheese Frosting ,orange orange orange orange vanilla vanilla apricot apricot,3.5,0.78
Chocolate Lava Cakes with Coffee Custard Sauce ,chocolate coffee,3.5,0.95
Peach and Berry Trifle ,peach strawberry raspberry vanilla raspberry strawberry,3.5,0.9
Spritz Christmas Wreath Cookies ,vanilla cherry,3,0.83
Poached Asian Pears with Star Anise and Tropical Fruit ,lemon cinnamon ginger pear mango,3,0.67
Almond Cupcakes with Orange Icing ,almond almond orange orange,2.5,0.86
Greek New Year's Cake ,vanilla almond,2.5,0.67
Fresh Boysenberries with Black-Currant-Tea Crème Anglaise ,blackberry,3,0.1
Lemon Layer Cake with Lemon Cream Frosting ,lemon lemon,3,0.71
Grappa Semifreddo with Espresso Sauce ,lemon coffee,3,0.1
Coffee-Toffee Sundaes ,coffee,3.5,0.1
Bread-and-Butter Pudding ,vanilla,4,0.1
Cranberry-Apple Crisp with Maple Syrup ,oat cinnamon apple cranberry maple lemon,3.5,0.94
Creamy Chocolate Frosting ,chocolate vanilla,3.5,0.81
Warm Chocolate Souffles with Pistachio Ice Cream ,chocolate vanilla pistachio,4,0.1
Strawberry and Macaroon Parfaits ,strawberry strawberry almond vanilla strawberry,3,0.1
Walnut Soup ,walnut,3.5,0.83
"Gelato ""Buon Talenti"" ",,3,0.6
Pear Croustade with Hazelnut-Brown Sugar Topping ,hazelnut hazelnut pear vanilla,3,0.93
Orange Marmalade Ice Cream Sandwiches with Almond Florentines ,orange orange vanilla almond almond vanilla chocolate,3,0.33
Vanilla Crème Brûlée with Raspberries ,raspberry raspberry vanilla,3.5,0.89
"Chocolate Shortcakes with Vanilla Ice Cream, Strawberries and Fudge Sauce ",chocolate vanilla cocoa brandy vanilla strawberry,3.5,0.1
Maple Walnut Bûche de Noël ,walnut cinnamon whiskey vanilla maple walnut,3,0.71
Apricot Ginger Pear Parfaits ,pear apricot ginger lemon cinnamon lemon vanilla apricot,3,0.8
Citrus Cheesecake with Marmalade Glaze ,lemon lemon vanilla lemon orange lime lemon vanilla orange orange mint,4,0.1
Plums with Orange and Mint ,plum orange mint,3,0.1
Chocolate-Pecan Torte ,pecan orange orange chocolate,3,0.91
